,unnamed: 0,id,c1,c2,c3,formula_combined,chemical_formula,x,y,z,sphericity,shape,area/volume,max/min,space_group_core,space_group_shell,crystal_structure,coer_oe,sat_em_g,mr (emu/g),exc_bias_oe,ver_shift_emu_g,temperature_k,fc_field_t,h_range_max_koe,mass_ratio,exc_dir,ver_s_dir,common_spin,effective anisotropy constant (j/m3),magnetic anisotropy constant (j/m3),magnetocrystalline anisotropy constant (j/m3),anisotropy constant,crystalline,mae,curie temperature (k),exchange constant (j/m) *10^-12,electronegativity core,demagnetization factors (nd),interdomain coupling (alpha),mass_magnetic_susceptibility(emu/oe*g),orig_formula
88,621,89,CoFe2O4,,,Co1 Fe2 O4,,10.0,10.0,10.0,1.0,,0.3,1.0,227.0,0,,0.8,76.0,43.0,,,,,,,,,1.0,296000.0,10.6,200000,280000.0,,2030000.0,520.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
89,622,90,CoFe2O4,,,Co1 Fe2 O4,,10.0,10.0,10.0,1.0,,0.3,1.0,227.0,0,,0.8,76.0,43.0,,,,,,,,,1.0,296000.0,10.6,200000,280000.0,,2030000.0,520.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
90,623,91,CoFe2O4,,,Co1 Fe2 O4,,10.0,10.0,10.0,1.0,,0.3,1.0,227.0,0,,0.8,76.0,43.0,,,,,,,,,1.0,296000.0,10.6,200000,280000.0,,2030000.0,520.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
91,624,92,CoFe2O4,,,Co1 Fe2 O4,,4.0,4.0,4.0,1.0,,0.75,1.0,227.0,0,,123.8,48.01,0.72,,,,,,,,,1.0,16000.0,10.6,200000,280000.0,,1200000.0,520.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
92,625,93,CoFe2O4,,,Co1 Fe2 O4,,4.0,4.0,4.0,1.0,,0.75,1.0,227.0,0,,123.8,48.01,0.72,,,,,,,,,1.0,16000.0,10.6,200000,280000.0,,1200000.0,520.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
93,626,94,CoFe2O4,,,Co1 Fe2 O4,,4.0,4.0,4.0,1.0,,0.75,1.0,227.0,0,,123.8,48.01,0.72,,,,,,,,,1.0,16000.0,10.6,200000,280000.0,,1200000.0,520.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
94,627,95,CoFe2O4,,,Co1 Fe2 O4,,7.7,7.7,7.7,1.0,,0.39,1.0,227.0,0,,0.0,92.0,0.0,,,,,,,,,1.0,16000.0,10.6,14000,280000.0,,2030000.0,789.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
95,628,96,CoFe2O4,,,Co1 Fe2 O4,,15.0,15.0,15.0,1.0,,0.4,1.0,227.0,0,,10.0,47.9,40.0,,,,,,,,,1.0,52750.0,33.95,14000,280000.0,,2030000.0,803.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
96,629,97,CoFe2O4,,,Co1 Fe2 O4,,9.2,9.2,9.2,1.0,,0.652,1.0,227.0,0,,3.564,32.0,19.253,,,,,,,,,1.0,92000.0,10.6,1200,200000.0,,2030000.0,793.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
97,630,98,CoFe2O4,,,Co1 Fe2 O4,,9.2,9.2,9.2,1.0,,0.652,1.0,227.0,0,,3.564,32.0,19.253,,,,,,,,,1.0,92000.0,10.6,1200,200000.0,,2030000.0,793.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
98,631,99,CoFe2O4,,,Co1 Fe2 O4,,4.1,4.1,4.1,0.995,,1.463,1.0,227.0,0,,1450.0,71.7,32.8,,,,,,,,,2.333,60000.0,10.6,210000,11000.0,,1200000.0,795.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
99,632,100,CoFe2O4,,,Co1 Fe2 O4,,13.8,13.8,13.8,1.0,,0.435,1.0,227.0,0,,1450.0,71.7,32.8,,,,,,,,,2.333,60000.0,10.6,210000,11000.0,,2030000.0,795.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
100,633,101,CoFe2O4,,,Co1 Fe2 O4,,4.1,4.1,4.1,0.995,,1.463,1.0,227.0,0,,1450.0,71.7,32.8,,,,,,,,,2.333,60000.0,10.6,210000,11000.0,,1200000.0,795.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
101,634,102,CoFe2O4,,,Co1 Fe2 O4,,13.8,13.8,13.8,1.0,,0.435,1.0,227.0,0,,631.5,23.1,8.4,,,,,,,,,2.333,60000.0,10.6,210000,11000.0,,2030000.0,795.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
102,635,103,CoFe2O4,,,Co1 Fe2 O4,,24.5,24.5,24.5,1.0,,0.245,1.0,227.0,0,,748.72,127.6,38.8,,,,,,,,,2.333,60000.0,10.6,210000,11000.0,,2030000.0,795.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
103,636,104,CoFe2O4,,,Co1 Fe2 O4,,32.1,32.1,32.1,1.0,,0.187,1.0,227.0,0,,1567.15,45.7,21.2,,,,,,,,,2.333,60000.0,10.6,210000,11000.0,,1615000.0,795.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
104,637,105,CoFe2O4,,,Co1 Fe2 O4,,45.2,45.2,45.2,1.0,,0.133,1.0,227.0,0,,631.5,23.1,8.4,,,,,,,,,2.333,60000.0,10.6,210000,11000.0,,512734.25,795.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
105,638,106,CoFe2O4,,,Co1 Fe2 O4,,24.5,24.5,24.5,1.0,,0.245,1.0,227.0,0,,748.72,127.6,38.8,,,,,,,,,2.333,60000.0,10.6,210000,11000.0,,2030000.0,795.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
106,639,107,CoFe2O4,,,Co1 Fe2 O4,,32.1,32.1,32.1,1.0,,0.187,1.0,227.0,0,,1567.15,45.7,21.2,,,,,,,,,2.333,60000.0,10.6,210000,11000.0,,1615000.0,795.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
107,640,108,CoFe2O4,,,Co1 Fe2 O4,,45.2,45.2,45.2,1.0,,0.133,1.0,227.0,0,,631.5,23.1,8.4,,,,,,,,,2.333,60000.0,10.6,210000,11000.0,,512734.25,795.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
108,641,109,CoFe2O4,,,Co1 Fe2 O4,,14.0,14.0,14.0,1.0,,0.429,1.0,227.0,0,,1450.0,71.7,32.8,,,,,,,,,2.333,60000.0,10.6,210000,11000.0,,2030000.0,793.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
109,642,110,CoFe2O4,,,Co1 Fe2 O4,,164.8,164.8,164.8,1.0,,0.018,1.0,227.0,0,,797.0,100.0,29.0,,,,,,,,,2.333,200000.0,10.6,390000,280000.0,,1615000.0,793.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
110,643,111,CoFe2O4,,,Co1 Fe2 O4,,164.8,164.8,164.8,1.0,,0.018,1.0,227.0,0,,797.0,100.0,29.0,,,,,,,,,2.333,16000.0,10.6,390000,280000.0,,1615000.0,793.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
111,644,112,CoFe2O4,,,Co1 Fe2 O4,,4.0,4.0,4.0,1.0,,0.75,1.0,227.0,0,,277.4,68.3,11.7,,,,,,,,,2.333,1900000.0,10.6,390000,600.0,,1200000.0,793.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
112,645,113,CoFe2O4,,,Co1 Fe2 O4,,3.5,3.5,3.5,1.0,,0.857,1.0,227.0,0,,127.2,80.3,6.9,,,,,,,,,2.333,1900000.0,10.6,390000,600.0,,1200000.0,793.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
113,646,114,CoFe2O4,,,Co1 Fe2 O4,,4.0,4.0,4.0,1.0,,0.75,1.0,227.0,0,,47.0,66.3,3.8,,,,,,,,,2.333,1900000.0,10.6,390000,200000.0,,1200000.0,793.0,0.17,2.842,0.333,0.156,0.001,CoFe2O4
114,647,115,CoFe2O4,,,Co1 Fe2 O4,,1.5,1.5,1.5,1.0,,2.0,1.0,227.0,0,,77.3,35.2,0.5,,,,,,,,,2.333,16000.0,10.6,390000,200000.0,,1200000.0,793.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
115,648,116,CoFe2O4,,,Co1 Fe2 O4,,2.0,2.0,2.0,1.0,,1.5,1.0,227.0,0,,59.1,45.3,0.9,,,,,,,,,2.333,16000.0,10.6,390000,200000.0,,1200000.0,793.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
116,649,117,CoFe2O4,,,Co1 Fe2 O4,,2.0,2.0,2.0,1.0,,1.5,1.0,227.0,0,,195.4,99.3,5.8,,,,,,,,,2.333,16000.0,10.6,390000,200000.0,,1200000.0,793.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
117,650,118,CoFe2O4,,,Co1 Fe2 O4,,2.0,2.0,2.0,1.0,,1.5,1.0,227.0,0,,72.5,36.6,0.8,,,,,,,,,2.333,200000.0,10.6,390000,200000.0,,1200000.0,793.0,0.17,2.842,0.333,0.156,0.001,CoFe2O4
118,651,119,CoFe2O4,,,Co1 Fe2 O4,,5.0,5.0,5.0,0.998,,1.2,1.0,227.0,0,,101.775,55.7,1.975,,,,,,,,,2.333,16000.0,10.6,390000,200000.0,,1200000.0,793.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
119,652,120,CoFe2O4,,,Co1 Fe2 O4,,10.0,10.0,10.0,0.998,,0.6,1.0,227.0,0,,101.775,55.7,1.975,,,,,,,,,2.333,16000.0,10.6,390000,200000.0,,1200000.0,793.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
120,653,121,CoFe2O4,,,Co1 Fe2 O4,,20.5,20.5,20.5,1.0,,0.293,1.0,227.0,0,,101.775,55.7,1.975,,,,,,,,,2.333,16000.0,10.6,390000,200000.0,,2030000.0,793.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
121,654,122,CoFe2O4,,,Co1 Fe2 O4,,11.5,11.5,11.5,1.0,,0.522,1.0,227.0,0,,101.775,55.7,1.975,,,,,,,,,2.333,16000.0,10.6,390000,200000.0,,2030000.0,793.0,0.17,2.757,0.333,0.156,0.001,CoFe2O4
122,655,123,CoFe2O4,,,Co1 Fe2 O4,,2.0,2.0,2.0,1.0,,1.5,1.0,227.0,0,,75.3,43.0,0.7,,,,,,,,,2.333,16000.0,10.6,1200,200000.0,,1200000.0,793.0,0.17,2.842,0.333,0.156,0.001,CoFe2O4
123,656,124,CuFe2O4,,,Cu1 Fe2 O4,,19.9,19.9,19.9,1.0,,0.151,1.0,141.0,0,,4.0,53.1,0.5,,,,,,,,,0.786,62500.0,200.0,190000,18100.0,,2030000.0,508.0,12.24,2.76,0.333,0.328,0.0,CuFe2O4
124,657,125,CuFe2O4,,,Cu1 Fe2 O4,,19.9,19.9,19.9,1.0,,0.151,1.0,141.0,0,,4.0,53.1,0.5,,,,,,,,,0.786,62500.0,200.0,190000,18100.0,,2030000.0,508.0,12.24,2.76,0.333,0.328,0.0,CuFe2O4
125,658,126,CuFe2O4,,,Cu1 Fe2 O4,,19.9,19.9,19.9,1.0,,0.151,1.0,141.0,0,,4.0,53.1,0.5,,,,,,,,,0.786,62500.0,200.0,190000,18100.0,,2030000.0,508.0,12.24,2.76,0.333,0.328,0.0,CuFe2O4
126,659,127,Cu2Fe2O4,,,Cu2 Fe2 O4,,480.0,41.5,41.5,1.0,,0.006,11.566,141.0,0,,0.0,7.0,0.0,,,,,,,,,0.333,62500.0,8602.0,190000,18100.0,,2030000.0,508.0,12.24,2.652,0.333,0.328,0.0,Cu2Fe2O4
127,660,128,Cu2Fe2O4,,,Cu2 Fe2 O4,,480.0,41.5,41.5,1.0,,0.006,11.566,141.0,0,,0.0,7.0,0.0,,,,,,,,,0.333,62500.0,8602.0,190000,18100.0,,2030000.0,508.0,12.24,2.652,0.333,0.328,0.0,Cu2Fe2O4
128,661,129,Cu2Fe2O4,,,Cu2 Fe2 O4,,7.0,7.0,7.0,1.0,,0.429,1.0,227.0,0,,16.83,28.4,0.212,,,,,,,,,0.333,62500.0,111552.0,190000,18100.0,,2670000.0,508.0,12.24,2.652,0.333,0.5,0.008,Cu2Fe2O4
129,662,130,Cu2Fe2O4,,,Cu2 Fe2 O4,,7.0,7.0,7.0,1.0,,0.429,1.0,227.0,0,,6.11,7.2,0.212,,,,,,,,,0.333,62500.0,111552.0,190000,18100.0,,2670000.0,508.0,12.24,2.652,0.333,0.5,0.008,Cu2Fe2O4
130,663,131,MnFe5O8,,,Mn1 Fe5 O8,,8.0,8.0,8.0,0.999,,0.375,1.0,227.0,0,,60.0,65.9,0.0,,,,,,,,,0.536,61900.0,104.0,3000,27946.56,,140000.0,800.0,0.12,2.73,0.333,0.5,0.0,Fe0.5Mn0.5Fe2O4
131,664,132,MnFe5O8,,,Mn1 Fe5 O8,,8.0,8.0,8.0,0.999,,0.375,1.0,227.0,0,,60.0,65.9,0.0,,,,,,,,,0.536,61900.0,104.0,3000,27946.56,,140000.0,800.0,0.12,2.73,0.333,0.5,0.0,Fe0.5Mn0.5Fe2O4
132,665,133,Fe3O4,,,Fe3 O4,,35.0,35.0,35.0,1.0,,0.086,1.0,227.0,0,,0.0,66.0,0.0,,,,,,,,,1.0,11000.0,104.0,11000,255000.0,,140000.0,858.0,0.67,2.75,0.333,0.5,0.0,Fe3O4
133,666,134,Fe3O4,,,Fe3 O4,,35.0,35.0,35.0,1.0,,0.086,1.0,227.0,0,,0.0,66.0,0.0,,,,,,,,,1.0,11000.0,104.0,11000,255000.0,,140000.0,858.0,0.67,2.75,0.333,0.5,0.0,Fe3O4
134,667,135,Fe3O4,,,Fe3 O4,,35.0,35.0,35.0,1.0,,0.086,1.0,227.0,0,,0.0,66.0,0.0,,,,,,,,,1.0,11000.0,104.0,11000,255000.0,,140000.0,858.0,0.67,2.75,0.333,0.5,0.0,Fe3O4
135,668,136,Fe3O4,,,Fe3 O4,,35.0,35.0,35.0,1.0,,0.086,1.0,227.0,0,,0.0,66.0,0.0,,,,,,,,,1.0,11000.0,104.0,11000,255000.0,,140000.0,858.0,0.67,2.75,0.333,0.5,0.0,Fe3O4
136,669,137,Fe3O4,,,Fe3 O4,,35.0,35.0,35.0,1.0,,0.086,1.0,227.0,0,,0.0,66.0,0.0,,,,,,,,,1.0,11000.0,104.0,11000,255000.0,,140000.0,858.0,0.67,2.75,0.333,0.5,0.0,Fe3O4
137,670,138,Fe3O4,,,Fe3 O4,,35.0,35.0,35.0,1.0,,0.086,1.0,227.0,0,,0.0,66.0,0.0,,,,,,,,,1.0,11000.0,104.0,11000,255000.0,,140000.0,858.0,0.67,2.75,0.333,0.5,0.0,Fe3O4
138,671,139,Fe3O4,,,Fe3 O4,,35.0,35.0,35.0,1.0,,0.086,1.0,227.0,0,,0.0,66.0,0.0,,,,,,,,,1.0,11000.0,104.0,11000,255000.0,,140000.0,858.0,0.67,2.75,0.333,0.5,0.0,Fe3O4
139,672,140,Fe3O4,,,Fe3 O4,,35.0,35.0,35.0,1.0,,0.086,1.0,227.0,0,,0.0,66.0,0.0,,,,,,,,,1.0,11000.0,104.0,11000,255000.0,,140000.0,858.0,0.67,2.75,0.333,0.5,0.0,Fe3O4
140,673,141,Fe3O4,,,Fe3 O4,,17.0,17.0,17.0,1.0,,0.176,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,11000.0,104.0,3000,255000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
141,674,142,Fe3O4,,,Fe3 O4,,17.0,17.0,17.0,1.0,,0.176,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,11000.0,104.0,3000,255000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
142,675,143,Fe3O4,,,Fe3 O4,,17.0,17.0,17.0,1.0,,0.176,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,11000.0,104.0,3000,255000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
143,676,144,Fe3O4,,,Fe3 O4,,17.0,17.0,17.0,1.0,,0.176,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,11000.0,104.0,3000,255000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
144,677,145,Fe3O4,,,Fe3 O4,,17.0,17.0,17.0,1.0,,0.176,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,11000.0,104.0,3000,255000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
145,678,146,Fe3O4,,,Fe3 O4,,17.0,17.0,17.0,1.0,,0.176,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,11000.0,104.0,3000,255000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
146,679,147,Fe3O4,,,Fe3 O4,,17.0,17.0,17.0,1.0,,0.176,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,11000.0,104.0,3000,255000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
147,680,148,Fe3O4,,,Fe3 O4,,17.0,17.0,17.0,1.0,,0.176,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,11000.0,104.0,3000,255000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
148,681,149,Fe3O4,,,Fe3 O4,,17.0,17.0,17.0,1.0,,0.176,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,11000.0,104.0,3000,255000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
149,682,150,Fe3O4,,,Fe3 O4,,17.0,17.0,17.0,1.0,,0.176,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,11000.0,104.0,3000,255000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
150,683,151,Fe3O4,,,Fe3 O4,,17.0,17.0,17.0,1.0,,0.176,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,11000.0,104.0,3000,255000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
151,684,152,Fe3O4,,,Fe3 O4,,17.0,17.0,17.0,1.0,,0.176,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,11000.0,104.0,3000,255000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
152,685,153,Fe3O4,,,Fe3 O4,,17.0,17.0,17.0,1.0,,0.176,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,11000.0,104.0,3000,255000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
153,686,154,Fe3O4,,,Fe3 O4,,17.0,17.0,17.0,1.0,,0.176,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,11000.0,104.0,3000,255000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
154,687,155,Fe3O4,,,Fe3 O4,,17.0,17.0,17.0,1.0,,0.176,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,11000.0,104.0,3000,255000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
155,688,156,Fe3O4,,,Fe3 O4,,17.0,17.0,17.0,1.0,,0.176,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,11000.0,104.0,3000,255000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
156,689,157,Fe3O4,,,Fe3 O4,,17.0,17.0,17.0,1.0,,0.176,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,11000.0,104.0,3000,255000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
157,690,158,Fe3O4,,,Fe3 O4,,17.0,17.0,17.0,1.0,,0.176,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,11000.0,104.0,3000,255000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
158,691,159,Fe3O4,,,Fe3 O4,,17.0,17.0,17.0,1.0,,0.176,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,11000.0,104.0,3000,255000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
159,692,160,Fe3O4,,,Fe3 O4,,17.0,17.0,17.0,1.0,,0.176,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,11000.0,104.0,3000,255000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
160,693,161,Fe3O4,,,Fe3 O4,,17.0,17.0,17.0,1.0,,0.176,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,11000.0,104.0,3000,255000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
161,694,162,Fe3O4,,,Fe3 O4,,17.0,17.0,17.0,1.0,,0.176,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,11000.0,104.0,3000,255000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
162,695,163,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
163,696,164,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
164,697,165,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
165,698,166,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
166,699,167,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
167,700,168,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
168,701,169,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
169,702,170,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
170,703,171,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
171,704,172,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
172,705,173,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
173,706,174,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
174,707,175,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,59.0,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
175,708,176,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,65.1,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
176,709,177,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,65.1,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
177,710,178,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,65.1,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
178,711,179,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,65.1,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
179,712,180,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,67.0,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
180,713,181,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,67.0,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
181,714,182,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,67.0,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
182,715,183,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,67.0,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
183,716,184,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,68.1,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
184,717,185,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,68.1,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
185,718,186,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,68.1,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
186,719,187,Fe3O4,,,Fe3 O4,,20.0,20.0,20.0,1.0,,0.15,1.0,227.0,0,,0.0,68.1,0.0,,,,,,,,,1.0,4400.0,104.0,3000,37000.0,,140000.0,858.0,0.12,2.75,0.333,0.5,0.0,Fe3O4
